[Tue Apr 14 21:44:06 2026] EVENTO: ENTRADA | TIPO: Camion | ID: 1 | Ocupados: 2 | VIP Libres: 5 | Esperando: 0 | Desistieron: 0
[Tue Apr 14 21:46:32 2026] EVENTO: ENTRADA | TIPO: Camion | ID: 3 | Ocupados: 6 | VIP Libres: 5 | Esperando: 0 | Desistieron: 0
[Tue Apr 14 21:46:32 2026] EVENTO: ENTRADA | TIPO: Carro | ID: 11 | Ocupados: 7 | VIP Libres: 4 | Esperando: 7 | Desistieron: 0
[Tue Apr 14 21:46:32 2026] EVENTO: ENTRADA | TIPO: Carro | ID: 12 | Ocupados: 8 | VIP Libres: 3 | Esperando: 7 | Desistieron: 0
[Tue Apr 14 21:46:32 2026] EVENTO: ENTRADA | TIPO: Carro | ID: 13 | Ocupados: 9 | VIP Libres: 2 | Esperando: 7 | Desistieron: 0
[Tue Apr 14 21:46:32 2026] EVENTO: ENTRADA | TIPO: Carro | ID: 14 | Ocupados: 10 | VIP Libres: 1 | Esperando: 7 | Desistieron: 0
[Tue Apr 14 21:46:32 2026] EVENTO: ENTRADA | TIPO: Carro | ID: 15 | Ocupados: 11 | VIP Libres: 0 | Esperando: 7 | Desistieron: 0
[Tue Apr 14 21:46:33 2026] EVENTO: ENTRADA | TIPO: Carro | ID: 16 | Ocupados: 12 | VIP Libres: 0 | Esperando: 7 | Desistieron: 0
[Tue Apr 14 21:46:33 2026] EVENTO: ENTRADA | TIPO: Carro | ID: 17 | Ocupados: 13 | VIP Libres: 0 | Esperando: 7 | Desistieron: 0
[Tue Apr 14 21:46:33 2026] EVENTO: ENTRADA | TIPO: Carro | ID: 18 | Ocupados: 14 | VIP Libres: 0 | Esperando: 7 | Desistieron: 0
[Tue Apr 14 21:46:33 2026] EVENTO: ENTRADA | TIPO: Carro | ID: 19 | Ocupados: 15 | VIP Libres: 0 | Esperando: 7 | Desistieron: 0
[Tue Apr 14 21:46:33 2026] EVENTO: ENTRADA | TIPO: Carro | ID: 20 | Ocupados: 16 | VIP Libres: 0 | Esperando: 7 | Desistieron: 0
[Tue Apr 14 21:46:33 2026] EVENTO: ENTRADA | TIPO: Carro | ID: 21 | Ocupados: 17 | VIP Libres: 0 | Esperando: 7 | Desistieron: 0
[Tue Apr 14 21:46:33 2026] EVENTO: ENTRADA | TIPO: Carro | ID: 22 | Ocupados: 18 | VIP Libres: 0 | Esperando: 7 | Desistieron: 0
[Tue Apr 14 21:46:33 2026] EVENTO: ENTRADA | TIPO: Carro | ID: 23 | Ocupados: 19 | VIP Libres: 0 | Esperando: 7 | Desistieron: 0
[Tue Apr 14 21:46:33 2026] EVENTO: ENTRADA | TIPO: Carro | ID: 24 | Ocupados: 20 | VIP Libres: 0 | Esperando: 7 | Desistieron: 0
[Tue Apr 14 21:46:33 2026] EVENTO: SALIDA | TIPO: Carro | ID: 15 | Ocupados: 19 | VIP Libres: 1 | Esperando: 16 | Desistieron: 0
[Tue Apr 14 21:46:33 2026] EVENTO: ENTRADA | TIPO: Carro | ID: 25 | Ocupados: 20 | VIP Libres: 0 | Esperando: 15 | Desistieron: 0
[Tue Apr 14 21:46:34 2026] EVENTO: SALIDA | TIPO: Camion | ID: 3 | Ocupados: 18 | VIP Libres: 0 | Esperando: 23 | Desistieron: 0
[Tue Apr 14 21:46:34 2026] EVENTO: ENTRADA | TIPO: Carro | ID: 26 | Ocupados: 19 | VIP Libres: 0 | Esperando: 22 | Desistieron: 0
[Tue Apr 14 21:46:34 2026] EVENTO: ENTRADA | TIPO: Carro | ID: 27 | Ocupados: 20 | VIP Libres: 0 | Esperando: 21 | Desistieron: 0
[Tue Apr 14 21:46:34 2026] EVENTO: SALIDA | TIPO: Carro | ID: 24 | Ocupados: 19 | VIP Libres: 1 | Esperando: 23 | Desistieron: 0
[Tue Apr 14 21:46:34 2026] EVENTO: ENTRADA | TIPO: Carro | ID: 28 | Ocupados: 20 | VIP Libres: 0 | Esperando: 22 | Desistieron: 0
